=================== 正面和负面 同时存在的词  ===================
34-ياخشى بولاتتى=正面=6.482103304319001
10706-بەكلا گۈزەل=正面=6.943160955191833
10795-ئېغىر كۈنلەردە=正面=15.949868696326746
10937-ئىچى ئاچچىق=正面=8.618372576215673
10963-ئەمدى داڭلىق=正面=7.811017654158069
10998-يۇقىرى ئىكەن=正面=32.01593284644346
11111-دېققەت قىلىڭ=正面=7.296444481328312
11159-ئىنتايىن تەس=正面=4.078121724300909
11265-ھەقىقى مۇسۇلمان=正面=27.232159083345195
11347-پۇل تاپىدىغان=正面=4.921845784370449
11391-ئاز ئاز=正面=4.407272611540691
11394-ئەيىپكە بۇيرىمىغايسىلەر=正面=6.282290387018451
11467-تىن يۇقىرى=正面=6.113044984184077
11502-يول باشلىغۇچى=正面=4.908196722858597
11516-نىم بولغاندۇ=正面=3.4837293365545356
11523-بەك كۈچەپ=正面=5.678007276056066
11575-كىيىمىنى كىيىپ=正面=8.078121724300908
11689-زىيان تارتىدىغان=正面=8.993332636119181
11702-يول يۈرۈش=正面=8.544489900194007
11715-تاقابىل تۇرۇشتىن=正面=9.618372576215673
11743-سەل ئوخشاپ=正面=16.78015222956349
11841-تازا خوشۇم=正面=9.618372576215673
11842-خوشۇم يوق=正面=10.706416670492217
11855-ھېكمەت بار=正面=9.941885625960637
11858-ئالدىنقى قاتاردا=正面=8.896362170811397
11895-ئېغىر مەسىلە=正面=5.356079181168703
11901-ھەقىقىي ئەركەك=正面=7.282290387018451
11919-تەبىئى ئەھۋال=正面=10.013232193556886
11946-ئېسىل گەپلەر=正面=7.678007276056066
11948-ئېسىل ئىشتىن=正面=7.678007276056066
11956-ئېسىل رەسىملەرنى=正面=7.678007276056066
11998-جاپا تارتتىڭىز=正面=7.678007276056066
12000-ئامان قىلسۇن=正面=10.348237397373259
12014-ياخشى تىمىلار=正面=7.60572836696345
12058-مۇنازىرە قىلىش=正面=10.260924183944361
12063-تەييارلىق قىلىپ=正面=3.358198454470676
12120-ئەمەلگە ئاشۇرالىشى=正面=7.659595238942186
12157-ئىناقلىق ئىتتىپاقلىق=正面=10.680656854470016
12193-سەنئەتكارغا خاس=正面=10.578295136840339
12355-ئۇتۇق تىلەيمە=正面=8.206317624032682
12358-يوق ئۇيغۇر=正面=7.1170680045414265
12376-ئارتۇق ۋاقىت=正面=3.9603622921310877
12409-سىنى بار=正面=5.356079181168703
12410-لازىم بولسا=正面=9.42415382755481
12510-ياش كىلىپ=正面=7.60572836696345
12529-ئۇمۇد قىلىمەن=正面=10.686800500632284
12662-ئۇزاق ئۆتمەي=正面=8.305237705904528
12730-خىلى چىرايلىق=正面=8.078121724300908
12738-كۆپ مەزمۇن=正面=4.697327886297295
12795-خۇدايىم بۇيرىسا=正面=2.6973278862972943
12799-بۈگۈنكى دۇنيا=正面=4.28229038701845
12813-ئۈنۈمى با=正面=17.49287027748302
12832-چوڭ زىيان=正面=5.020765866242294
12867-ب دەرىجىلىك=正面=6.702030505262583
12884-ياردەم قىلغان=正面=2.28229038701845
12910-كاتتا ئەجىر=正面=5.09304477533491
13001-رغا كەلسە=正面=6.618372576215672
13057-ناھايتى كۈچلۈك=正面=7.729200706428053
13088-قىزىقىپ قالدىم=正面=5.0746327382210294
13090-كۈچلۈك دۆلىتى=正面=7.729200706428053
13112-جەھەتتىن ياخشى=正面=6.702030505262583
13124-قالتىس قالتىس=正面=16.645927608120605
13135-چوڭ دادام=正面=5.618372576215672
13181-بەك يېقىن=正面=3.242721237050741
13182-مىھرى ئىسسىق=正面=6.943160955191833
13185-ياخشى يولدا=正面=9.539301005224475
13186-يولدا ماڭايلى=正面=6.678007276056066
13214-ھەقىقى بولغان=正面=7.282290387018451
13216-دۇنياغا مەشھۇر=正面=5.001590787121491
13227-باھا بەرسەك=正面=6.282290387018451
13249-توۋا دەيمەن=正面=5.370445062772087
13252-بەل قويىۋەتمەڭ=正面=6.943160955191833
13282-ئوغلاق تارتىشىش=正面=4.921845784370449
13290-ماھارىتى قالتىس=正面=9.040199241157156
13294-سان ئىكەن=正面=6.020765866242294
13316-لەرزىگە سالىدىغان=正面=7.811017654158069
13344-نەرسە مۇكەممەل=正面=18.277967815157858
13348-ئەڭ داڭلىق=正面=7.811017654158069
13363-ياخشى تىمىلارنى=正面=7.60572836696345
13367-خىيالغا چۆكتۈم=正面=6.7292007064280535
13415-داڭلىق مائارىپ=正面=7.811017654158069
13427-ئادەم چىقمىغان=正面=4.729200706428053
13497-ئۇلۇغ ئاللادىن=正面=5.852240316884582
13593-پارلاق كەلگۈسىگە=正面=6.943160955191833
13740-داڭلىق ئەرباپلارنىڭ=正面=7.811017654158069
13753-خەت يازغىلى=正面=4.283800272076087
13773-ئارزۇ قىلاتتى=正面=12.012560671366522
13774-بەدەن گۈزەللىكى=正面=6.943160955191833
13886-ئېنىقلىق دەرىجىسى=正面=5.07812172430091
13906-بالا قازادىن=正面=6.702030505262583
13909-يامان ئادەم=正面=14.276482601732134
13943-ئاسانغا توختايدۇ=正面=7.60572836696345
13950-سېرىق كارتا=正面=5.242598886625285
13978-قالتىس بولدى=正面=9.040199241157156
14016-ئىلھام ئېلىپ=正面=11.953612852954937
14017-ئەجەپ ئەمەس=正面=3.572132397691847
14039-پۇرىقى كۈچلۈك=正面=7.729200706428053
14216-بەك تاتلىق=正面=5.81101765415807
14281-توپ ھەقىقى=正面=7.282290387018451
14342-تىز پۈكمەس=正面=13.730737961791812
14418-ھەل قىلغۇچ=正面=3.0036627321004645
14422-كۈچلۈككە كىرگەن=正面=7.729200706428053
14499-چوڭ ئوي=正面=7.539301005224474
14518-ھەقىقى ياردەم=正面=7.282290387018451
14604-ئىشەنچىلىك خەۋەر=正面=7.618372576215672
14606-يېشىل ئورمان=正面=10.013232193556886
14629-ئاسان ئىش=正面=7.60572836696345
14664-كەم ئۇچرايدىغان=正面=12.7746029468832
14696-ماھىر كۆپكە=正面=7.678007276056066
14697-كۆپكە قادىر=正面=6.09304477533491
14838-تەسىرلىك يېزىلغان=正面=7.07812172430091
14877-قالتىس ئىشلارنى=正面=9.040199241157156
14976-باھا بېرىشكە=正面=11.123007119127887
14984-كۈچى بار=正面=4.407272611540691
14987-ياخشى ماتىريال=正面=5.226055153436913
15024-خىلدىن ئارتۇق=正面=8.42826969283573
15041-ساغلام بولۇپ=正面=8.702030505262583
15115-ئىستىتىك زوق=正面=7.282290387018451
15132-جەھەتتىن بولسۇن=正面=5.28229038701845
15135-تولىمۇ كۈلكىلىك=正面=7.296444481328312
15249-زىيىنى چوڭ=正面=18.662795278925334
15251-تاماكا چەكمەي=正面=5.40727261154069
15337-ياخشى خىزمەت=正面=9.336273908754958
15338-ئورنى مۇقىم=正面=6.7292007064280535
15344-تولىمۇ چىرايلىق=正面=8.078121724300908
15436-ياردەم قىلىپ=正面=2.179463612261352
15451-ۋىجدانى بار=正面=11.718093752539588
15518-نەسىھەت قىلسا=正面=7.729200706428053
15546-زور ئۈمىدلەر=正面=8.702030505262583
15570-بەك ھېرىپ=正面=8.773766258861498
15579-ئاكا دەپ=正面=14.429390230373741
15606-نالە پەرياد=正面=7.678007276056066
15636-كۆزدىن يوقىتىش=正面=10.325176199871628
15688-ئادەم بولماي=正面=4.112365385576139
15701-گېپىنى ئىلىك=正面=7.60572836696345
15711-بالا چوڭ=正面=7.282290387018451
15771-ئانا بولغان=正面=3.9431609551918325
15775-ئۇزاق ۋاقىت=正面=6.242598886625285
15785-ئادىمىي ھايۋانغا=正面=7.282290387018451
15844-ئىش قىلماقچى=正面=4.60572836696345
15901-ۋاقتىم يوق=正面=10.7457518826919
16004-كىچىك ۋاقىتلىرىمىزدا=正面=5.943160955191833
16040-بەكمۇ ئېغىر=正面=6.7292007064280535
16044-بىكاردىن بىكار=正面=9.98848959078466
16082-بىللە ياشىغان=正面=5.356079181168703
16083-ئەمدى يوق=正面=7.811017654158069
16096-ياش ئەمەس=正面=6.09304477533491
16197-يەرگە كېلىپ=正面=8.764986853989765
16218-ئاچچىق لازا=正面=9.618372576215673
16222-ئىشلار بار=正面=2.684806587069599
16271-گۈدۈكچى بار=正面=7.539301005224474
16305-ھۇجۇم قىلغان=正面=6.422817215661087
16308-قىرغىن قىلغان=正面=5.474935464960846
16309-قارار قىلدى=正面=3.520192182276769
16345-قىسقا مۇددەتلىك=正面=5.729200706428053
16412-ئىت يەپ=正面=6.60572836696345
16533-خاتا چۈشىنىپ=正面=4.697327886297295
16577-ئاسان سۇئالكەنتۇق=正面=7.60572836696345
16618-غەلىتە ئاسمان=正面=7.729200706428053
16619-قوياشمۇ كۈچلۈك=正面=7.729200706428053
16620-كۈچلۈك نۇرىنى=正面=7.729200706428053
16621-نۇرىنى چېچىپ=正面=7.729200706428053
16664-يەكەندە ھۇشقايتىپ=正面=10.12426350594563
16665-سېرىق بوران=正面=10.12426350594563
16666-بوران چىقىپ=正面=7.12426350594563
16668-غورىلارنى تۆكىۋەتتى=正面=10.12426350594563
16669-يامغۇرغا ئالماشتى=正面=10.12426350594563
16675-تەرجىمە قىلىنىمىغان=正面=8.078121724300908
16676-يەرلىرى باركەن=正面=8.078121724300908
16685-يېرىم كۈن=正面=5.291373491780888
16686-كۈن قېرىشىپ=正面=9.539301005224475
16691-قاتتىق بولۇپ=正面=8.618372576215673
16782-نورمال بەت=正面=5.943160955191833
16786-كانكى تېيلىشمۇ=正面=7.60572836696345
16787-بۇرۇنقىدەك ئاسانغا=正面=7.60572836696345
16788-ئاسانغا چۈشمىدى=正面=7.60572836696345
16847-شىركىتى بار=正面=6.825605190381116
16885-ئىگىدارچىلىق قىلىۋاتقان=正面=6.811017654158069
16904-ساغلاملىقىڭىزغا كۆيۈنۈڭ=正面=8.702030505262583
16906-ئەتراپىڭىزدا يۇقۇملۇق=正面=8.702030505262583
16933-تېز تەرەققىيات=正面=7.702030505262583
16934-بويۇن قىسىپ=正面=4.55927570498574
16991-ئىنسان يوق=正面=7.1170680045414265
16999-ۋاي ۋۇينىڭ=正面=4.62123286030447
17013-ئىچىدە تۇرۇپ=正面=12.840452074204872
17014-بەك ئېچىنىشلىق=正面=12.369611048165826
17015-ئېچىنىشلىق ئىش=正面=9.117068004541427
17026-شەكلىدە يېزىپ=正面=6.337667144054824
17037-بالا كەلسە=正面=10.246821019679206
17051-ئەرلەر بولسا=正面=6.1442382057068965
17150-جىمجىت ئولتۇرۇپ=正面=4.62123286030447
17239-داۋامى بار=正面=5.618372576215672
17278-كۈندە ئالىي=正面=5.943160955191833
17299-غەپلەت باسقان=正面=6.7292007064280535
17325-ئۈمىد يوق=正面=5.1442382057068965
17327-يەرلەر بار=正面=5.489089559270707
17350-ياخشىلىق قىلىپ=正面=12.265323605905635
17426-ساقسىز بولۇپ=正面=6.117068004541426
17427-ساغلام ۋاقتىنى=正面=8.702030505262583
17428-ۋاقتىنى يوقسىز=正面=8.702030505262583
17429-يوقسىز بولۇپ=正面=8.702030505262583
17430-باياشات ۋاقتىنى=正面=8.702030505262583
17431-ۋاقتىنى ئويلايدىغان=正面=8.702030505262583
17432-ئارىمىزدىلا قالدىمۇ=正面=8.702030505262583
17437-قىيىنچىلىقى بار=正面=7.306588104935688
17440-توغان سال=正面=7.702030505262583
17456-ئىپادىڭىز ياخشى=正面=7.678007276056066
17457-ياخشى نەتىجىڭىز=正面=7.678007276056066
17490-جەنۇبىي دېڭىزدىكى=正面=6.198264087389407
17512-ئادەم باراۋەر=正面=5.28229038701845
17532-قەدەم قويدى=正面=4.269769087790755
17536-بەخىتلىكلىكىنى سەزمىگەنلىك=正面=10.702030505262583
17557-مېھىر مۇھەببەت=正面=4.358198454470676
17584-قۇدرەتلىك ئاللاھ=正面=5.678007276056066
17602-بەك مۇھىم=正面=3.4243093918908785
17622-ھەقسىز دەپ=正面=5.697327886297295
17673-ئۇيغۇرنى سۆيۈش=正面=16.853299655784618
17680-داۋاغا دەپ=正面=6.678007276056066
17741-قارىشىڭىز بولسا=正面=8.659595238942186
17742-مۇكەممەل بولماپتۇ=正面=8.659595238942186
17757-ھىس قىلىمەن=正面=6.53210550382027
17792-داڭلىق بېكەت=正面=7.811017654158069
17793-بېكەت ئەمەس=正面=7.811017654158069
17794-بېكەت دېسە=正面=7.811017654158069
17848-مىللەتنى سۆكۈپ=正面=4.358198454470676
17890-تورغا چىقسام=正面=5.339759523016064
17896-ھازىرغىچە يوق=正面=4.62123286030447
17903-ھىجاپنى ھەقىقى=正面=7.282290387018451
17904-ھەقىقى مەنىسىدە=正面=7.282290387018451
17905-مەنىسىدە چۈشەنمەي=正面=7.282290387018451
17906-بىشىنىلا يۆگەپ=正面=7.282290387018451
17907-يەنىلا ئاتالمىش=正面=7.282290387018451
17908-ئاتالمىش زامانىۋىلىشىشقا=正面=7.282290387018451
17909-زامانىۋىلىشىشقا قاراپ=正面=7.282290387018451
17910-مەزلۇملىرىمىزنى كۆرسەم=正面=7.282290387018451
17911-يىغا قاينايدۇ=正面=7.282290387018451
17919-ئەۋزەل بولۇپ=正面=7.702030505262583
17945-ئەرزىمەس ئىشلار=正面=11.638836678775387
17959-گۈزەل فىلىمنى=正面=6.943160955191833
17960-فىلىمنى كۆرەي=正面=5.943160955191833
17961-سۈرئىتى يىتىشمەي=正面=6.943160955191833
17962-ئىچىمنى سىقتا=正面=6.943160955191833
17988-روھى بېسىم=正面=4.921845784370449
17999-ئىش بولدىدە=正面=6.356079181168704
18019-زەڭ سېپ=正面=6.493159223579753
18026-يىل بولاي=正面=5.894675583204978
18032-ئايلىق بولغان=正面=8.558666330091405
18057-سۆز ئەمەس=正面=5.702030505262583
18109-داڭقى چىققان=正面=4.62123286030447
18142-بەك چىڭ=正面=9.482717476858106
18147-يۇقىرى قان=正面=6.242598886625285
18207-قارا تىزىملىككە=正面=3.1358060331342283
18222-پۇل تېپىشنى=正面=9.905033132380558
18223-ئورۇنغا قويۇۋالغانلار=正面=7.60572836696345
18224-ۋاستە تاللىماي=正面=6.60572836696345
18225-ئاسانلا خاتالىشىدۇ=正面=7.60572836696345
18226-سورىقىغا تارتىلىدۇ=正面=7.60572836696345
18252-ھەق ناھەقنى=正面=6.697327886297294
18278-روھىي گادايلىق=正面=7.659595238942186
18279-گادايلىق تۈگىسە=正面=8.659595238942186
18280-ئالدىمىزدىكى نۇرغۇن=正面=8.659595238942186
18281-نۇرغۇن نەرسىلەرگە=正面=8.659595238942186
18282-نەرسىلەرگە ئەستايدىل=正面=8.659595238942186
18283-ئەستايدىل قاراپ=正面=8.659595238942186
18284-ناھايىتى نۇرغۇن=正面=11.744939755595514
18285-نۇرغۇن ماھىيەتلىك=正面=8.659595238942186
18286-ماھىيەتلىك تەرەپلىرىنى=正面=8.659595238942186
18287-تەرەپلىرىنى تونۇشقا=正面=8.659595238942186
18288-قوبۇل قىلىشقا=正面=5.0746327382210294
18289-پىششىق ئىگەللەپ=正面=8.659595238942186
18290-مۇكەممەل بىلىم=正面=8.659595238942186
18291-ھاياتقا كىشىلىك=正面=8.659595238942186
18292-كىشىلىك مۇناسىۋەتلەرگە=正面=8.659595238942186
18293-مۇناسىۋەتلەرگە باغلاشقا=正面=8.659595238942186
18294-سەۋەب بولاتتى=正面=8.659595238942186
18318-كارتا بىجىرىپ=正面=15.949868696326746
18327-ھەجەپ تەس=正面=3.518265525713111
18354-ئىنكاس يازسام=正面=6.493159223579753
18365-ئەۋج ئالغان=正面=11.226769559234569
18463-تەسىر يەتكۈزگەن=正面=12.960764773662753
18550-يامان كۆز=正面=6.337667144054824
18554-قەدەم ئېلىش=正面=9.63883667877539
18585-تورغا يوللاپ=正面=4.112365385576139
18640-بەك يېرىم=正面=7.469954451802479
18697-ئىش يوقكەن=正面=15.320403081478254
18702-گەپنى ئاڭلاپ=正面=3.4749354649608466
18704-غەلىتە بولۇپ=正面=6.659595238942186
18823-بىلىم ئال=正面=11.552811523281285
18848-ئوغىرى تەسۋىرلەنگەنمىكەن=正面=7.811017654158069
18861-گۈزەل ئىسلام=正面=6.943160955191833
18862-دىنىمىزنى خۈنۈكلەشتۈرۈپ=正面=6.943160955191833
18863-خۈنۈكلەشتۈرۈپ قورقۇنۇچلۇق=正面=6.943160955191833
18864-قورقۇنۇچلۇق قىلىپ=正面=6.943160955191833
18877-كۆزدىن كەچۈرۈپ=正面=7.38010241037522
18961-ئىنكاسلارنى ئوقۇپ=正面=5.283800272076087
19030-ئوبدان قارا=正面=5.380102410375221
19117-پېتى تاشلاپ=正面=7.60572836696345
19118-ئېلىپبەنى يېڭىلىدى=正面=7.60572836696345
19119-يېڭىلىدى راست=正面=7.60572836696345
19120-نىمانچە ئاستا=正面=5.020765866242294
19122-ھاياسىز خوتۇن=正面=6.943160955191833
19123-كوچىغا چىققۇسىزلا=正面=6.943160955191833
19124-چىققۇسىزلا بولۇپ=正面=6.943160955191833
19128-ئاچچىق بولغان=正面=8.033410075494517
19178-بېكەتلەرنى كۆرسەم=正面=6.678007276056066
19231-ئاددىي ساۋاتنىمۇ=正面=6.943160955191833
19232-ساۋاتنىمۇ چۈشىنىپ=正面=6.943160955191833
19245-مايدىن باشلاپ=正面=6.2260551534369135
19278-پىلانلىق تۇغۇت=正面=4.795139909654064
19371-فىلىملارغا ئامىراق=正面=9.618372576215673
19372-ئامىراق كىچىك=正面=9.618372576215673
19373-كىچىك باللىرىمىزنىڭ=正面=9.618372576215673
19374-تىلىنى چۈشەنمىسىمۇ=正面=9.618372576215673
19375-فىلىملىرىگە قاراپ=正面=9.618372576215673
19377-ئىش قىلىمەن=正面=6.020765866242294
19401-ئىتلار كەلدى=正面=7.678007276056066
19402-ئەخلەت يۈندىلار=正面=7.678007276056066
19403-يۈندىلار ئارىسىدا=正面=7.678007276056066
19404-ئارىسىدا پۇرىدى=正面=7.678007276056066
19405-لاغايلاپ يۈردى=正面=7.678007276056066
19406-بىغەم بوپ=正面=7.678007276056066
19407-خىيالىغىمۇ كەلمىدى=正面=7.678007276056066
19409-پاچاققا ئېسىلدى=正面=7.678007276056066
19424-تەس قېرىنداش=正面=9.618372576215673
19426-پاجىئەلەر ئىتتىپاقسىزلىق=正面=9.618372576215673
19427-ئىتتىپاقسىزلىق جىنايەت=正面=9.618372576215673
19429-گۇناھ ئىشلارنىڭ=正面=9.618372576215673
19430-ئىتىقادسىزلىقتىن بولۇۋاتىدۇ=正面=9.618372576215673
19431-ھېس قىلىشىمچە=正面=4.697327886297295
19432-نۇرغۇن ياشلار=正面=4.474935464960846
19433-ئىنتايىن نارازى=正面=7.282290387018451
19436-كەڭ قورساقىلىقىغا=正面=7.282290387018451
19437-پەقەتلا چۈشمىگەن=正面=7.282290387018451
19438-ھەقىقىي ۋەقەلىككە=正面=7.282290387018451
19454-ھىسيات ئارلىشىپ=正面=7.60572836696345
19455-ئىشلاردىن ئاسانلا=正面=7.60572836696345
19456-ئاسانلا چاتاق=正面=7.60572836696345
19457-چاتاق چىقىدىكەن=正面=6.60572836696345
19508-مۇھىم ئىكەنلىكىنى=正面=13.157673581440147
19516-پىكىر ئەركىنلىكىنىڭ=正面=8.539301005224475
19517-ئەركىنلىكىنىڭ كەمچىل=正面=8.954338504503317
19518-كەمچىل بولىشى=正面=8.954338504503317
19519-ئوخشىمىغان پىكىرلەرنىڭ=正面=8.539301005224475
19520-پىكىرلەرنىڭ سىغىشماسلىقى=正面=8.954338504503317
19521-توربەتلەرنىڭ ئورتاق=正面=8.954338504503317
19522-ئورتاق كىسىلى=正面=8.954338504503317
19528-كەسىپنى پۇختا=正面=5.943160955191833
19601-كۈنلۈك ئىش=正面=10.720219229276294
19619-دەشتى چۆللەر=正面=6.678007276056066
19664-ھاكىمىيەتنى ئاغدۇرۇپ=正面=6.5201921822767686
19669-ئورنى مۇقىملاشتى=正面=7.729200706428053
19670-دىتىغا ياقمىدى=正面=7.729200706428053
19705-كارخانىچىلارلا ئۆگىنىشكە=正面=9.539301005224475
19706-كارخانىچىغا خاس=正面=9.539301005224475
19707-خاس قىلىۋالىمىز=正面=9.539301005224475
19708-تۇرمۇشىمىزنى ئۆزگەرتىشتە=正面=9.539301005224475
19709-ئاكتىپلىقىمىز لازىم=正面=9.539301005224475
19746-ئۇيغۇرچە يۇمشاق=正面=3.6973278862972943
19763-نۇرغۇن تور=正面=8.837265763082382
19778-ئەمەلىيەتتە بولسا=正面=14.469226815974228
19812-سۆز ئۆزگەرتسە=正面=8.659595238942186
19813-پۇتتىرەپ تۇرالمايدۇ=正面=8.659595238942186
19816-تەكلىماكانغا تېرىك=正面=8.659595238942186
19817-تېرىك كۆمۈۋەتكەن=正面=8.659595238942186
19823-شۈكرى قىلماق=正面=6.358198454470677
19824-تېخىمۇ گۈزەلدۇر=正面=6.943160955191833
19826-دەرىجىلىك مۇكاپات=正面=10.120576655749986
19828-ئەمدى ئۇيقۇسىز=正面=9.040199241157156
19829-ئۇيقۇسىز تۈنلەر=正面=9.040199241157156
19830-تۈنلەر باشلىنىدىغان=正面=9.040199241157156
19844-بلوگ ئېچىپ=正面=6.678007276056066
19845-قەرزدار بولمىغاندۇ=正面=7.678007276056066
19847-بلوگقا چىقسىڭىز=正面=7.678007276056066
19848-شەخسىي بلوگدىن=正面=7.678007276056066
19849-ئەركىن پىكىرلىرىڭىزنى=正面=7.678007276056066
19850-پىكىرلىرىڭىزنى قاقشاشلىرىڭىزنى=正面=7.678007276056066
19851-قاقشاشلىرىڭىزنى يوللىسىڭىز=正面=7.678007276056066
19853-تولا ئۆزگىرىدىغان=正面=7.678007276056066
19854-ئادەملەردىن ھەزەر=正面=7.678007276056066
19857-ھايۋانات دېسە=正面=7.678007276056066
19858-قانىتى بار=正面=7.678007276056066
19859-قۇش دېسە=正面=7.678007276056066
19860-ھايۋاناتقىمۇ ئوخشايدىغان=正面=7.678007276056066
19879-ماشىنا توختىدىغان=正面=8.040199241157156
19884-تالانتلىق كىشلەر=正面=8.618372576215673
19885-ھەسسە قوشىدۇ=正面=7.729200706428053
19888-نەتىجە قازىنىپ=正面=4.135806033134228
19922-ئادەمنىڭ قارشىلىقى=正面=6.2260551534369135
19923-قارارنى ئۆزگەرتىشى=正面=6.2260551534369135
19924-بەكلا ئەقىللىق=正面=6.2260551534369135
19925-ئەقىللىق بولۇپ=正面=5.489089559270707
19949-ئىشتىن چۈشۈپ=正面=5.917932858074582
19958-ياخشىراق بولمىسا=正面=16.718206517213222
19959-گۈدۈكنىمۇ پاخاللاشتۇرۋىتىدۇ=正面=16.718206517213222
19971-ھوزۇرىنى سۈرەلمەي=正面=5.678007276056066
19973-تويىغا قاتىنىشىپ=正面=8.078121724300908
19974-تويدا چىرايلىق=正面=8.078121724300908
19977-دوستلىرى ئوخشايدۇ=正面=8.078121724300908
19978-ئەسلى توينى=正面=8.078121724300908
19979-توينى قىززىتىش=正面=8.078121724300908
19980-تەكلىپ قىلىنىغان=正面=8.078121724300908
19982-كارامەت تويلار=正面=8.078121724300908
19983-تويلار باركەن=正面=8.078121724300908
19995-مەنبەسىنى ئۇققان=正面=9.618372576215673
19997-يېقىن كەلتۈرۈشكىمۇ=正面=9.618372576215673
19998-ھېس قىلسىز=正面=7.618372576215672
19999-كارخانىلىرىغا قوشقان=正面=9.618372576215673
20000-بىرلەپ يوقىلىشقا=正面=9.618372576215673
20018-خاس بولغان=正面=12.23662889152177
20019-سۆزلۈك تەييارلىيالمايمىز=正面=12.124263505945631
20021-بۇرۇن مەغلۇب=正面=8.659595238942186
20022-مەغلۇب قىلىدۇ=正面=8.659595238942186
20026-ئانامنى ھۆرمەت=正面=12.067679977579262
20027-ھۆرمەت قىلمىغان=正面=12.067679977579262
20028-تىل تەككۈزگەن=正面=12.067679977579262
20030-چوڭلار تويدىن=正面=12.067679977579262
20031-كۆزۈڭنى يوغان=正面=12.067679977579262
20032-يوغان ئېچىۋال=正面=12.067679977579262
20042-بەك دۆت=正面=13.014098502361474
20045-پو گەپ=正面=5.678007276056066
20092-خوشال قىلىش=正面=9.41056769110227
20094-خۇدايىم ساقلا=正面=6.678007276056066
20114-تاماكا چېكىپ=正面=15.958634096545618
20156-مەكتەپكە كىرگەن=正面=4.618690105663612
20254-گەپ دەپ=正面=4.508082274613754
20257-كىتاب ئوقۇسا=正面=8.033410075494517
20280-ماشىنىغا چىقىپتىكەنسىلە=正面=9.236738235204044
20281-يېرىم سائەتتە=正面=9.236738235204044
20282-رەسىم يوللاپ=正面=7.388741328649092
20399-كۆرەش قىلىش=正面=3.581850668877358
20420-شانلىق تارىخ=正面=8.620447660189893
20467-رېئال تۇرمۇشنى=正面=9.578295136840337
20499-ئېسىمىزدە بولسۇنكى=正面=7.282290387018451
20618-مۇھتاج دېگەن=正面=12.680656854470016
20622-ئى مۆمىنلەر=正面=4.8228587683811535
20652-يىل كىرگەندىن=正面=6.702030505262583
20715-ئىلان قىلىپ=正面=3.822858768381153
20725-يولىغا قاراپ=正面=10.09569435374886
20735-جاننى تىكىپ=正面=5.678007276056066
20819-ئاز دىگەندە=正面=4.435803365521138
20823-ئوبدان بوپتۇ=正面=6.09304477533491
20890-قىممەت ئەمەس=正面=7.618372576215672
20914-بەك ئاسانمۇ=正面=7.60572836696345
20933-ئەخلەت يىمەكلىك=正面=5.53210550382027
20981-مېھرىبان ئانىلار=正面=7.1170680045414265
21087-قۇرۇقلۇق ئارمىيەسى=正面=6.7292007064280535
21172-كىچىك بولسىمۇ=正面=3.9218457843704484
21274-خوتۇن ئالغان=正面=7.07812172430091
21276-رەتلىك ئەمەس=正面=7.729200706428053
21308-پۇل بايغا=正面=8.618372576215673
21309-بايغا سۇ=正面=9.618372576215673
21360-توپ ئالغان=正面=9.618372576215673
21445-مۇكەممەل ئىنسان=正面=24.393595966354457
21483-ياش ۋاقتىدا=正面=2.855698113941493
21523-خۇش پۇراق=正面=8.00645838713269
21567-قۇدرەتلىك ئاللا=正面=5.678007276056066
21577-چاغدا داڭلىق=正面=7.811017654158069
21673-ئىش ئىدى=正面=5.503677095493753
21758-بەك زور=正面=12.391608529965193
21803-پۇلنى دەپ=正面=3.7732359537495204
21812-نىمانداق تولا=正面=7.0746327382210294
21820-دەل ئەكسىچە=正面=9.407207982484119
21865-ئەڭ ناچار=正面=2.7587284309614377
21935-دەۋىر تەرەققىياتىغا=正面=10.680656854470016
21992-ئەمدى بولسىمۇ=正面=5.356079181168703
22056-بالىنى ياخشى=正面=20.6459751144196
22231-داڭلىق ساياھەت=正面=7.811017654158069
22277-نېم بوپ=正面=15.844427729652587
22311-ئىشلىرىمىزنى ئاسان=正面=7.60572836696345
22312-ئاسان قىلار=正面=7.60572836696345
22400-تەسىر يەتكۈزىدىغان=正面=7.520192182276769
22418-چوڭقۇر ھىس=正面=6.630213690438757
22419-ھىس قىلغانلىقىنى=正面=9.618372576215673
22450-ئەمدى ھەقىقى=正面=7.282290387018451
22451-ھەقىقى ئەھۋالنى=正面=7.282290387018451
22453-زىيارەت قىلغىلى=正面=4.356079181168704
22461-دېۋەڭلىك كېسىلىگە=正面=8.702030505262583
22512-تازا ئىشەنچىلىك=正面=8.539301005224475
22585-ئەمدى بوپ=正面=6.60572836696345
22845-ئىستىمال قىلسا=正面=6.659595238942186
22908-ئىغىر دەرىجىدە=正面=8.52019218227677
23033-زور ئۈمىد=正面=6.38010241037522
23056-داڭلىق فىلىملەر=正面=7.811017654158069
23082-ئىشلار بولىدۇ=正面=5.358198454470676
23317-ئەجەپ تەس=正面=4.756193629413547
23334-پۇل بۇلا=正面=7.282290387018451
23396-جى دىگەن=正面=6.5201921822767686
23500-گەپ قىلىشمۇ=正面=10.513925089822047
23524-ئۆيگە كىلىپ=正面=7.07812172430091
23562-ئەڭ تىز=正面=18.552793970883037
23597-كۆپ جاپا=正面=6.020765866242294
23613-چوڭ بولغاندا=正面=7.279526849959483
