6:46:بەك ئامراق:37:1796:سەت:2:95581,95627
6816:4:يەنىمۇ زور:37:1796:سەت:1:39730
6842:5:ياخشى سىياسەت:37:1796:سەت:5:64559,93345,93348,93349,93351
6954:14:تىخىمۇ كۆپ:37:1796:سەت:1:89684
6983:1:رەسمىي يوسۇندا:17:110:قانۇنسىز:1:92350
7026:30:كىچىك ۋاقتىمدا:14:42:ئاۋارىچىلىق:1:90619
7026:30:كىچىك ۋاقتىمدا:37:1796:سەت:1:59326
7029:22:ئېنىق ئەمەس:28:552:خاتالىق:1:85375
7029:22:ئېنىق ئەمەس:37:1796:سەت:1:85375
7055:9:تەن ساقلىق:29:121:زەربە:1:45863
7057:28:دىققەت قىلايلى:6:240:قالايمىقان:1:48737
7107:134:ھەل قىلىش:6:240:قالايمىقان:1:70528
7107:134:ھەل قىلىش:19:5:خاتىرجەمسىز:1:88232
7107:134:ھەل قىلىش:27:401:ئاجىز:3:26359,77110,89163
7107:134:ھەل قىلىش:28:552:خاتالىق:3:75728,78224,89163
7107:134:ھەل قىلىش:30:25:ئىسراپچىلىق:1:84900
7107:134:ھەل قىلىش:37:1796:سەت:4:82634,82635,84900,87753
7107:134:ھەل قىلىش:38:13:قىلتاق:2:76856,76881
7112:8:ياخشى بولغۇدەك:13:15:لۈكچەك:1:74310
7162:33:ئاتا قىلغاي:28:552:خاتالىق:1:42098
7162:33:ئاتا قىلغاي:32:111:ساختا:1:44910
7178:60:ئىنتايىن مۇھىم:27:401:ئاجىز:1:42463
7178:60:ئىنتايىن مۇھىم:37:1796:سەت:4:58090,59893,68633,88241
7182:2:ياخشى شېئىر:28:552:خاتالىق:1:63357
7182:2:ياخشى شېئىر:37:1796:سەت:1:1342
7213:25:ھەيران قالارلىق:15:38:ھادىسە:1:14282
7213:25:ھەيران قالارلىق:28:552:خاتالىق:1:77133
7234:13:ياخشى تەرەپ:27:401:ئاجىز:1:84879
7234:13:ياخشى تەرەپ:37:1796:سەت:1:61900
7266:8:ئاق رەڭنى:28:552:خاتالىق:5:76787,76788,76794,76798,76799
7266:8:ئاق رەڭنى:37:1796:سەت:2:62675,62707
7271:6:سەپتىن چۈشۈپ:27:401:ئاجىز:1:81946
7271:6:سەپتىن چۈشۈپ:37:1796:سەت:1:77757
7307:6:بەك چە:33:36:تېتىقسىز:1:85298
7315:35:تازا ياخشى:6:240:قالايمىقان:1:57956
7315:35:تازا ياخشى:28:552:خاتالىق:1:16783
7375:7:ياخشى ئادەملەر:13:15:لۈكچەك:1:42423
7378:12:ئاپتۇنۇم رايۇنلۇق:17:110:قانۇنسىز:2:74727,77890
7401:31:خەت يېزىپ:2:49:قوپال:2:77494,77495
7405:16:يېرى يوق:15:38:ھادىسە:1:21158
7405:16:يېرى يوق:22:177:قايغۇ:1:21158
7472:26:مەيدانغا كەلگەن:22:177:قايغۇ:1:25745
7490:4:شېئىر ئىكەن:28:552:خاتالىق:1:63357
7532:8:ئىنكاس يازىدىغان:6:240:قالايمىقان:1:91296
7532:8:ئىنكاس يازىدىغان:37:1796:سەت:1:38169
7569:105:چوڭ بولغان:18:68:زوراۋانلىق:1:42259
7569:105:چوڭ بولغان:37:1796:سەت:1:39914
7578:131:ئوخشاش بول:17:110:قانۇنسىز:1:83916
7578:131:ئوخشاش بول:28:552:خاتالىق:1:37316
7578:131:ئوخشاش بول:37:1796:سەت:3:4083,70776,77498
7600:56:دىققەت قىلىپ:27:401:ئاجىز:1:79250
7600:56:دىققەت قىلىپ:28:552:خاتالىق:1:57712
7600:56:دىققەت قىلىپ:37:1796:سەت:2:69856,91197
7653:75:كىچىك ۋاقتى:14:42:ئاۋارىچىلىق:1:90619
7653:75:كىچىك ۋاقتى:37:1796:سەت:1:59326
7671:8:غەلبە قىلىش:20:9:مەغلۇپ بولۇش:1:36303
7671:8:غەلبە قىلىش:37:1796:سەت:1:44417
7695:2:مەنىۋى ئوزۇق:32:111:ساختا:1:5712
7746:11:چېغى دەپ:6:240:قالايمىقان:1:64847
7792:36:ئىش بولۇپ:1:58:بىنورمال:1:94189
7792:36:ئىش بولۇپ:22:177:قايغۇ:4:29623,60788,60791,60795
7792:36:ئىش بولۇپ:28:552:خاتالىق:1:94189
7792:36:ئىش بولۇپ:37:1796:سەت:1:29623
7799:37:بەك قىززىق:27:401:ئاجىز:1:108546
7799:37:بەك قىززىق:37:1796:سەت:1:108546
7830:1:ئەڭ جانلىق:27:401:ئاجىز:1:100542
7832:18:جەلىپ قىلىش:6:240:قالايمىقان:1:88999
7832:18:جەلىپ قىلىش:37:1796:سەت:3:84280,84293,84373
7931:42:ئەڭ كۈچلۈك:37:1796:سەت:1:30782
7943:282:ئەڭ چوڭ:6:240:قالايمىقان:1:89170
7943:282:ئەڭ چوڭ:17:110:قانۇنسىز:1:66915
7943:282:ئەڭ چوڭ:18:68:زوراۋانلىق:1:86653
7943:282:ئەڭ چوڭ:22:177:قايغۇ:4:21118,55121,66508,77604
7943:282:ئەڭ چوڭ:27:401:ئاجىز:2:19206,20156
7943:282:ئەڭ چوڭ:28:552:خاتالىق:6:50100,58761,74429,84248,88754,89170
7943:282:ئەڭ چوڭ:30:25:ئىسراپچىلىق:2:99415,102276
7943:282:ئەڭ چوڭ:32:111:ساختا:1:75550
7943:282:ئەڭ چوڭ:37:1796:سەت:4:77757,85295,85920,100738
7943:282:ئەڭ چوڭ:38:13:قىلتاق:1:57713
7991:4:چېكى يوق:37:1796:سەت:1:21370
7999:52:ئاز ئەمەس:7:76:ئەلەم:2:101844,101977
7999:52:ئاز ئەمەس:28:552:خاتالىق:2:81266,103234
7999:52:ئاز ئەمەس:37:1796:سەت:1:76907
8029:17:بەك ھەيران:23:87:غەيرى:1:65230
8058:1:ئۇچۇن ئۇن:22:177:قايغۇ:1:11253
8141:2:يۈرەكسىز دادىل:27:401:ئاجىز:2:94624,94761
8142:2:دادىل ئەمەس:27:401:ئاجىز:2:94624,94761
8143:41:ئىگىلىك تىكلەش:37:1796:سەت:5:36301,55888,79632,91177,91945
8159:4:ئەزاسى بولۇش:37:1796:سەت:1:18727
8162:45:قوش تىللىق:37:1796:سەت:2:80576,82265
8198:89:ئەينى ۋاقىتتا:27:401:ئاجىز:2:29452,67475
8198:89:ئەينى ۋاقىتتا:37:1796:سەت:1:95310
8280:10:ھەرگىز بولمايدۇ:2:49:قوپال:1:64973
8297:6:پۇرسەت بولسا:37:1796:سەت:6:34278,38495,45440,55456,58427,86349
8342:5:ياخشى بولغىنى:7:76:ئەلەم:1:74762
8365:17:پاناھ تىلەيمەن:2:49:قوپال:1:63340
8365:17:پاناھ تىلەيمەن:22:177:قايغۇ:1:66305
8365:17:پاناھ تىلەيمەن:37:1796:سەت:1:83958
8366:26:ئاللاھ ئاسانلىق:2:49:قوپال:1:68892
8399:3:تىلىدا يازغان:37:1796:سەت:1:14335
8422:19:يوق ئەمەس:37:1796:سەت:2:61487,61488
8436:2:ئوبدان پۇرسەت:37:1796:سەت:2:79172,84402
8437:1:پۇرسەت بولدى:37:1796:سەت:1:5268
8459:23:نەق مەيداندا:6:240:قالايمىقان:2:108494,108495
8460:4:مەيداندا تۇرۇپ:1:58:بىنورمال:1:67742
8474:1:مىكرو ھىكايە:37:1796:سەت:1:74731
8482:17:تىگىشلىك ئىش:28:552:خاتالىق:1:73902
8482:17:تىگىشلىك ئىش:30:25:ئىسراپچىلىق:1:84900
8482:17:تىگىشلىك ئىش:35:19:شەھۋانى:1:24639
8482:17:تىگىشلىك ئىش:37:1796:سەت:1:84900
8486:6:ئەڭ قايىل:37:1796:سەت:1:30612
8506:24:خاپا بولماي:37:1796:سەت:1:94018
8510:8:ھەيران قاپتىمەن:37:1796:سەت:1:58439
8525:23:گۈزەل ئەخلاق:5:59:ئازار:1:111567
8525:23:گۈزەل ئەخلاق:22:177:قايغۇ:1:55121
8525:23:گۈزەل ئەخلاق:27:401:ئاجىز:1:111567
8525:23:گۈزەل ئەخلاق:37:1796:سەت:2:53845,86598
8613:1:قېرىپ قالدى:23:87:غەيرى:1:110428
8638:8:ئۇيغۇرلارنىڭ مىللى:27:401:ئاجىز:1:7410
8670:33:ئىش قىلسا:27:401:ئاجىز:1:108546
8670:33:ئىش قىلسا:28:552:خاتالىق:3:76157,76159,81819
8670:33:ئىش قىلسا:37:1796:سەت:3:95627,96009,108546
8714:19:چوڭ بولىدۇ:37:1796:سەت:1:70114
8744:8:خەۋەردار بولۇپ:37:1796:سەت:1:65971
8800:10:قىرغىن قىلىش:7:76:ئەلەم:1:106146
8813:125:ئېلان قىلىنغان:27:401:ئاجىز:1:19346
8813:125:ئېلان قىلىنغان:28:552:خاتالىق:1:21955
8813:125:ئېلان قىلىنغان:37:1796:سەت:3:1659,78585,98377
8819:7:ھەقىقى مۇھەببەت:27:401:ئاجىز:1:992
8819:7:ھەقىقى مۇھەببەت:37:1796:سەت:1:110125
8861:150:چەت ئەل:6:240:قالايمىقان:1:650
8861:150:چەت ئەل:22:177:قايغۇ:1:29623
8861:150:چەت ئەل:23:87:غەيرى:1:14191
8861:150:چەت ئەل:27:401:ئاجىز:1:25376
8861:150:چەت ئەل:37:1796:سەت:3:28825,29623,70342
8877:1:قىممىتىنى ھەقىقىي:37:1796:سەت:1:22629
8902:17:نۇرغۇن كىشىلەرنى:37:1796:سەت:2:41993,97385
8922:1:پۇرسەت بىرىشى:37:1796:سەت:1:64456
8948:1:ئىش بۇپتۇ:6:240:قالايمىقان:1:90604
8949:29:ئىش بولا:37:1796:سەت:2:66293,66296
8958:165:ئەڭ مۇھىم:6:240:قالايمىقان:2:89664,108912
8958:165:ئەڭ مۇھىم:14:42:ئاۋارىچىلىق:1:78904
8958:165:ئەڭ مۇھىم:27:401:ئاجىز:1:41091
8958:165:ئەڭ مۇھىم:29:121:زەربە:1:84847
8958:165:ئەڭ مۇھىم:30:25:ئىسراپچىلىق:1:84900
8958:165:ئەڭ مۇھىم:37:1796:سەت:4:19361,46279,84900,88242
8960:38:پايدىسى يوق:33:36:تېتىقسىز:1:86025
9004:2:دوسلارنىڭ قوللاپ:37:1796:سەت:1:47528
9061:3:ئىتىراپ قىلىپ:37:1796:سەت:1:8373
9106:5:ھىجايغان چىراي:37:1796:سەت:1:86945
9164:6:قارا رەڭلىك:37:1796:سەت:3:93456,93463,93466
9190:25:نەق مەيداندىن:27:401:ئاجىز:1:51198
9221:3:بىلىمى بارلار:37:1796:سەت:1:55634
9231:15:بىلەت تاشلاڭ:37:1796:سەت:1:43285
9358:37:ئەڭ يىڭى:37:1796:سەت:3:74419,100734,110293
9388:2:ئۆچ ئېلىشى:29:121:زەربە:1:12609
9399:118:قارار قىل:17:110:قانۇنسىز:1:3628
9399:118:قارار قىل:28:552:خاتالىق:2:9845,26594
9399:118:قارار قىل:37:1796:سەت:3:5149,10069,24171
9406:2:ۋاقىتلار ئىدى:29:121:زەربە:1:62626
9423:1:چۇڭقۇر مەنىگە:22:177:قايغۇ:1:66920
9435:19:كەن بۇلا:27:401:ئاجىز:1:38911
9435:19:كەن بۇلا:37:1796:سەت:1:107327
9479:5:نورمال بولغىنى:28:552:خاتالىق:1:102529
9495:270:غا مۇبارەك:23:87:غەيرى:1:101767
9495:270:غا مۇبارەك:37:1796:سەت:2:99149,108203
9498:25:نادىر فىلىم:6:240:قالايمىقان:1:73102
9498:25:نادىر فىلىم:17:110:قانۇنسىز:1:73102
9498:25:نادىر فىلىم:37:1796:سەت:1:60654
9521:3:تۇغرا دەيسىز:23:87:غەيرى:1:89282
9563:13:ھاسىل قىلىپ:37:1796:سەت:1:29112
9603:11:ساختا مال:32:111:ساختا:11:42387,56695,65915,67740,70209,76904,86085,88524,89030,101555,110705
9659:11:جارى قىلدۇرۇپ:37:1796:سەت:1:58427
9681:24:زىيارەت قىلغان:27:401:ئاجىز:1:89341
9681:24:زىيارەت قىلغان:37:1796:سەت:3:11491,85295,91197
9686:6:كۆك ئاسمان:37:1796:سەت:1:76812
9689:1:ياخشى چىقاتتى:28:552:خاتالىق:1:98423
9699:9:ئىش قىلدى:28:552:خاتالىق:1:79833
9717:9:داڭلىق شەخىس:37:1796:سەت:1:94546
9720:4:ئەمەلىي ھەرىكىتى:27:401:ئاجىز:1:7373
9783:3:ئەڭ ئاقىلانىلىك:27:401:ئاجىز:1:90722
9788:2:بىرتەرەپ قىلىشى:37:1796:سەت:2:86798,86802
9844:8:كۆڭلۈڭنى يېرىم:9:5:كۆڭلى يېرىم:1:76213
9854:69:ئامال با:14:42:ئاۋارىچىلىق:1:76914
9854:69:ئامال با:27:401:ئاجىز:2:59099,84879
9854:69:ئامال با:32:111:ساختا:2:59099,101380
9854:69:ئامال با:37:1796:سەت:3:73768,85295,88277
9864:43:كۆپ بولغان:17:110:قانۇنسىز:1:16071
9865:4:كىتاپ قىلىپ:28:552:خاتالىق:1:96829
9886:31:ياخشى دەپ:27:401:ئاجىز:1:19901
9886:31:ياخشى دەپ:29:121:زەربە:1:88832
9886:31:ياخشى دەپ:37:1796:سەت:2:88832,95627
9895:49:تەتقىق قىلىپ:6:240:قالايمىقان:1:52619
9895:49:تەتقىق قىلىپ:37:1796:سەت:1:102348
9902:94:كۆپ قىسىم:6:240:قالايمىقان:1:96878
9902:94:كۆپ قىسىم:22:177:قايغۇ:1:66658
9902:94:كۆپ قىسىم:23:87:غەيرى:1:21985
9902:94:كۆپ قىسىم:27:401:ئاجىز:1:16882
9902:94:كۆپ قىسىم:28:552:خاتالىق:2:53128,96878
9902:94:كۆپ قىسىم:37:1796:سەت:3:39032,41139,53128
9930:3:مەيدانغا كىرىش:18:68:زوراۋانلىق:1:70859
9946:9:تەرەققىي قىلىشىغا:6:240:قالايمىقان:1:91273
9954:13:تورىغا كىرىپ:37:1796:سەت:3:71911,72692,72776
9956:3:تىخى ياش:27:401:ئاجىز:1:76656
9977:9:ئىشلىرىنى ئاسان:27:401:ئاجىز:1:36588
10070:2:شەھەرگە كەل:37:1796:سەت:1:8075
10078:4:مۇمكىنچىلىكى بار:28:552:خاتالىق:1:97136
10100:5:تېخنىكا دىگەن:37:1796:سەت:1:102686
10127:3:خاتالىقى ئەمەس:28:552:خاتالىق:3:43410,104051,104076
10153:9:ئۇتۇق قازانغان:37:1796:سەت:1:45313
10206:1:ياخشى ئويناۋاتىدۇ:37:1796:سەت:1:91441
10234:20:تەس ئىش:8:21:ئاداۋەت:1:36146
10276:24:بار يەر:5:59:ئازار:1:80481
10276:24:بار يەر:6:240:قالايمىقان:1:88498
10276:24:بار يەر:28:552:خاتالىق:1:98343
10276:24:بار يەر:29:121:زەربە:1:98343
10276:24:بار يەر:37:1796:سەت:4:62675,62707,72097,102686
10281:2:ھەي ئىسىت:37:1796:سەت:1:91441
10317:3:بىرلەشمە لوڭقىسىنى:28:552:خاتالىق:1:82062
10333:2:ئىنتايىن تەپسىلى:27:401:ئاجىز:1:4012
10339:3:قولىدىن كېلىدىغان:22:177:قايغۇ:1:27277
10345:1:رىقابەتچىسى يوق:27:401:ئاجىز:1:31712
10367:14:پەيدا قىلىپ:6:240:قالايمىقان:2:72109,72114
10367:14:پەيدا قىلىپ:27:401:ئاجىز:1:78051
10368:47:ئەينى چاغدا:18:68:زوراۋانلىق:1:29469
10368:47:ئەينى چاغدا:29:121:زەربە:4:69021,69022,69028,69034
10368:47:ئەينى چاغدا:37:1796:سەت:1:85972
10394:26:كۆپ بولسا:28:552:خاتالىق:1:69956
10438:35:ۋاقتى كەلگەندە:27:401:ئاجىز:1:91213
10438:35:ۋاقتى كەلگەندە:37:1796:سەت:1:91213
10448:57:بەك ئاز:5:59:ئازار:1:72964
10448:57:بەك ئاز:28:552:خاتالىق:1:50961
10465:59:گەپ بار:14:42:ئاۋارىچىلىق:1:71645
10465:59:گەپ بار:28:552:خاتالىق:3:84448,84449,84484
10465:59:گەپ بار:33:36:تېتىقسىز:1:76753
10465:59:گەپ بار:37:1796:سەت:4:52336,93348,93349,97048
10493:17:تورغا چىقىپ:37:1796:سەت:1:75199
10501:1:چوڭ ئىشلارغا:37:1796:سەت:1:58582
10510:18:توپ ئۇردى:37:1796:سەت:1:34795
10517:8:يېڭى كىيىم:27:401:ئاجىز:1:30734
10517:8:يېڭى كىيىم:37:1796:سەت:1:109290
10518:4:كىيىم كىيىش:37:1796:سەت:1:109290
10534:1:ئىلىم ساھىبى:37:1796:سەت:1:63376
10539:151:ئەڭ كۆپ:27:401:ئاجىز:2:9224,16599
10539:151:ئەڭ كۆپ:28:552:خاتالىق:2:52840,81266
10539:151:ئەڭ كۆپ:30:25:ئىسراپچىلىق:1:85117
10539:151:ئەڭ كۆپ:37:1796:سەت:2:22673,89244
10548:2:باشتىن تارتىپ:37:1796:سەت:1:96984
10557:10:سالامەت قىلغاي:37:1796:سەت:1:86238
10566:5:ئۇلىنىش قىلىپ:28:552:خاتالىق:1:103268
10578:5:خاسىيەتلىك ئىش:27:401:ئاجىز:2:58069,58648
10624:3:گەپ قىلماس:6:240:قالايمىقان:1:60706
10678:30:ئاساسى بار:29:121:زەربە:2:88831,88832
10678:30:ئاساسى بار:37:1796:سەت:2:47576,88832
10692:37:تەسىر قىلغان:18:68:زوراۋانلىق:1:42259
10692:37:تەسىر قىلغان:28:552:خاتالىق:1:29094
10695:10:شارائىت يارىتىپ:37:1796:سەت:1:65971
10696:1:ئۆكۈنمەيدىغان ئىش:37:1796:سەت:1:64473
10697:67:ئىش قىلىش:6:240:قالايمىقان:1:99229
10697:67:ئىش قىلىش:17:110:قانۇنسىز:1:56831
10697:67:ئىش قىلىش:27:401:ئاجىز:1:7373
10697:67:ئىش قىلىش:37:1796:سەت:1:98796
10700:6:ئەڭ گۈللەنگەن:6:240:قالايمىقان:2:105864,107767
10737:1:پۇرسەتنى كەتكۈزۈپ:37:1796:سەت:1:33631
10739:1:رەسىمىنى يوللاشقا:27:401:ئاجىز:1:111444
10748:26:دىققەت قىلسا:27:401:ئاجىز:1:738
10781:1:داۋاملىق دىققەت:27:401:ئاجىز:1:79250
10825:2:زور بەخىت:22:177:قايغۇ:1:55121
10833:33:ئاساسىي جەھەتتىن:32:111:ساختا:1:52087
10895:45:ئۇزۇن بولدى:28:552:خاتالىق:1:73902
10922:13:خاتا ئەمەس:28:552:خاتالىق:3:76787,76788,76794
10945:11:ئۈستىگە ئالغان:27:401:ئاجىز:1:55614
10964:6:تەكلىپ قىلسا:17:110:قانۇنسىز:1:85381
10964:6:تەكلىپ قىلسا:37:1796:سەت:1:102795
11085:1:سۆز چۈشۈپ:30:25:ئىسراپچىلىق:1:110963
11128:1:دۇنياغا ئاز:5:59:ئازار:1:104103
11153:2:ئۈستىدىن غالىپ:18:68:زوراۋانلىق:1:18361
11153:2:ئۈستىدىن غالىپ:36:17:يامان نىيەت:1:12647
11154:1:غالىپ كىلىپ:35:19:شەھۋانى:1:55706
11158:42:قولغا كەلتۈرۈش:27:401:ئاجىز:1:94913
11158:42:قولغا كەلتۈرۈش:28:552:خاتالىق:1:30816
11158:42:قولغا كەلتۈرۈش:37:1796:سەت:2:21554,60613
11164:20:نەرسە بار:37:1796:سەت:1:89038
11184:4:جىق بولۇپ:37:1796:سەت:1:69261
11196:1:تەييارلا تۇرغان:37:1796:سەت:1:86714
11208:8:ئەل سۆيگەن:37:1796:سەت:1:38500
11217:1:ساپ ھاۋالىق:22:177:قايغۇ:1:58123
11217:1:ساپ ھاۋالىق:37:1796:سەت:1:58123
11236:14:تۈسىنى ئالغان:17:110:قانۇنسىز:1:21127
11236:14:تۈسىنى ئالغان:18:68:زوراۋانلىق:1:88397
11245:13:پەرەز قىلىپ:37:1796:سەت:4:109304,109416,109686,109745
11258:68:ئامال بار:14:42:ئاۋارىچىلىق:1:76914
11258:68:ئامال بار:27:401:ئاجىز:2:59099,84879
11258:68:ئامال بار:32:111:ساختا:2:59099,101380
11258:68:ئامال بار:37:1796:سەت:3:73768,85295,88277
11288:20:ھەل قىلىشقا:30:25:ئىسراپچىلىق:1:84900
11288:20:ھەل قىلىشقا:37:1796:سەت:1:84900
11337:16:باشقىلارغا ياردەم:22:177:قايغۇ:1:55121
11337:16:باشقىلارغا ياردەم:37:1796:سەت:1:89244
11368:1:ئاياللار گۈزەل:37:1796:سەت:1:109936
11393:5:قالايمىقان بولۇپ:6:240:قالايمىقان:5:39501,40446,41727,97779,99464
11405:9:بەك تۆۋەن:18:68:زوراۋانلىق:1:86713
11405:9:بەك تۆۋەن:37:1796:سەت:2:73785,79200
11416:4:كۆپرەك پىكىر:28:552:خاتالىق:3:70735,70742,70754
11452:62:يېرىم سائەت:2:49:قوپال:2:32338,77495
11475:6:ھەقىقىي مۇھەببەت:27:401:ئاجىز:1:77615
11503:4:نۇرلۇق چىراق:37:1796:سەت:1:55858
11509:7:توپ ئۇرۇش:37:1796:سەت:1:4194
11521:28:جەننەتتە بولسۇن:7:76:ئەلەم:1:86652
11528:2:ئالتۇن دەۋرى:27:401:ئاجىز:1:103919
11553:18:ياخشى ئەمەسمۇ:37:1796:سەت:1:102225
11587:9:سەل تەس:1:58:بىنورمال:1:71460
11621:1:ئەمدى بۇرۇنقى:27:401:ئاجىز:1:79994
11629:1:سەل ئاجىز:27:401:ئاجىز:1:103463
11643:17:ئاتا قىلىش:22:177:قايغۇ:2:44760,66305
11674:11:ئىنكاس يازغان:36:17:يامان نىيەت:1:93146
11685:12:شۇم خەۋەر:22:177:قايغۇ:1:59810
11690:67:ئىش يوق:18:68:زوراۋانلىق:1:25728
11690:67:ئىش يوق:28:552:خاتالىق:3:93896,93905,93936
11690:67:ئىش يوق:32:111:ساختا:1:86085
11741:24:ياخشى كىتاب:17:110:قانۇنسىز:3:61463,61470,61472
11750:12:ئادەم ئىدى:2:49:قوپال:1:63340
11755:559:يىلى ئ:6:240:قالايمىقان:1:89175
11755:559:يىلى ئ:7:76:ئەلەم:1:86652
11755:559:يىلى ئ:22:177:قايغۇ:4:45033,56880,65724,97026
11755:559:يىلى ئ:27:401:ئاجىز:4:11162,41545,74900,74902
11755:559:يىلى ئ:28:552:خاتالىق:2:99531,109415
11755:559:يىلى ئ:37:1796:سەت:14:22399,22673,25699,41523,44581,45313,51321,74483,78102,78122,94948,95205,99149,110967
11756:289:ن چوڭ:6:240:قالايمىقان:1:45240
11756:289:ن چوڭ:37:1796:سەت:6:7333,65750,70114,94831,106064,107280
11777:2:تەسىر قىلمايدىغان:27:401:ئاجىز:1:42977
11792:54:تەتقىق قىلىش:28:552:خاتالىق:1:30306
11792:54:تەتقىق قىلىش:37:1796:سەت:5:3437,39914,76110,89244,93941
11803:1:زاھىر بولغۇسى:37:1796:سەت:1:63279
11806:1:ساھەسىدە مىللى:28:552:خاتالىق:1:74429
11875:17:ئاز بولسىمۇ:37:1796:سەت:1:63969
11937:99:ياخشى ئەمەس:2:49:قوپال:1:69156
11937:99:ياخشى ئەمەس:5:59:ئازار:1:93126
11937:99:ياخشى ئەمەس:27:401:ئاجىز:1:54518
11937:99:ياخشى ئەمەس:33:36:تېتىقسىز:1:86025
11937:99:ياخشى ئەمەس:37:1796:سەت:1:102225
11941:2:بەرداشلىق بىرەلمەيدۇ:27:401:ئاجىز:1:76656
11968:18:ئامال قىلىپ:28:552:خاتالىق:1:53128
11968:18:ئامال قىلىپ:37:1796:سەت:1:53128
11979:1:ئاددىي ئەمەس:37:1796:سەت:1:61588
12020:4:ئەمەلىي كۈچى:28:552:خاتالىق:1:100743
12053:2:كىنو ئىكەن:6:240:قالايمىقان:1:45985
12090:51:ئېلان قىلىنىپ:37:1796:سەت:1:65618
12091:3:مۇنازىرە قوزغىغان:18:68:زوراۋانلىق:1:86241
12094:8:ئەزا بۇلۇپ:37:1796:سەت:1:41217
12097:16:يىڭى ئەزا:37:1796:سەت:1:107429
12153:6:ئوبدان بىلىمەن:5:59:ئازار:1:61100
12219:7:ياخشى خەۋەرلەر:37:1796:سەت:2:95581,95627
12282:1:تىرىشقانلارغا مەنسۇپ:37:1796:سەت:1:98911
12352:30:ئەڭ قىممەت:37:1796:سەت:1:45933
12357:6:كارىم يوق:37:1796:سەت:1:38454
12377:5:ۋاقىت بار:1:58:بىنورمال:1:94244
12377:5:ۋاقىت بار:6:240:قالايمىقان:1:91273
12377:5:ۋاقىت بار:37:1796:سەت:1:35032
12404:6:ھازىرقى باھاسى:37:1796:سەت:2:78102,78122
12436:1:تېتىقسىز لاۋزا:33:36:تېتىقسىز:1:70608
12451:2:ئىجادىي ئەمگەك:37:1796:سەت:1:29937
12508:3:دۇنيانى كۆرۈپ:27:401:ئاجىز:2:95116,95246
12527:10:دىققەت قىلمىسا:32:111:ساختا:1:74838
12544:9:بۇرۇندىن تارتىپ:37:1796:سەت:5:55445,79408,79427,79546,91143
12564:31:قا ئامراق:18:68:زوراۋانلىق:1:86653
12564:31:قا ئامراق:20:9:مەغلۇپ بولۇش:1:42682
12564:31:قا ئامراق:28:552:خاتالىق:1:42682
12583:7:سەۋەبى بولسا:27:401:ئاجىز:1:55542
12585:8:رازى بولىدۇ:6:240:قالايمىقان:1:39067
12585:8:رازى بولىدۇ:18:68:زوراۋانلىق:1:25728
12684:178:شى بولاتتى:5:59:ئازار:2:61082,61097
12684:178:شى بولاتتى:27:401:ئاجىز:1:60104
12684:178:شى بولاتتى:28:552:خاتالىق:2:60104,100333
12711:11:مۇكەممەل ئەمەس:28:552:خاتالىق:1:39918
12750:2:تولىمۇ ئېچىنىشلىق:28:552:خاتالىق:1:101326
12765:23:ياخشى بولسا:37:1796:سەت:1:101373
12792:4:ئايان بولدى:28:552:خاتالىق:1:100408
12804:8:ئوچۇق ئاشكارا:37:1796:سەت:1:13514
12806:4:تىجارەت قىلىدىغان:32:111:ساختا:1:47339
12806:4:تىجارەت قىلىدىغان:37:1796:سەت:1:46263
12807:13:تەدبىر قوللىنىپ:27:401:ئاجىز:1:79469
12836:2:يامان بولۇپ:28:552:خاتالىق:1:84126
12873:29:ناملىق رومان:27:401:ئاجىز:1:92135
12876:5:سەبىر تىلەيمەن:7:76:ئەلەم:1:86652
12880:2:كىيىم كىيىشنى:37:1796:سەت:1:109290
12937:6:خەۋەر بولسا:28:552:خاتالىق:3:93896,93905,93936
12951:18:ۋاتىدۇ دىسە:37:1796:سەت:1:85136
12983:20:بار گەپ:23:87:غەيرى:1:77630
12994:4:يامان ئىكەن:37:1796:سەت:2:88622,92332
13003:4:دىققەت قىلىمەن:28:552:خاتالىق:2:102460,102461
13004:88:ئىملا خاتا:23:87:غەيرى:2:52232,52241
13004:88:ئىملا خاتا:27:401:ئاجىز:1:60892
13004:88:ئىملا خاتا:28:552:خاتالىق:86:21325,30306,31645,32752,32958,36870,37623,39326,39328,39340,41795,45984,52232,52241,52875,52904,53101,55408,55411,55794,59189,60160,60892,61427,61949,61971,62432,62544,63355,63357,66314,68647,68657,70732,71154,71171,71195,71710,72528,74357,74362,74975,75082,75442,75468,75471,75472,75474,75476,75479,75480,75481,75727,75893,76157,76159,76493,77714,78119,78197,81266,81708,82714,84484,84988,87921,87926,87947,89772,91915,92297,92298,93259,93312,93324,93451,93765,94486,96829,97590,99132,99610,101463,104051,104076,104843
13004:88:ئىملا خاتا:29:121:زەربە:1:93324
13004:88:ئىملا خاتا:37:1796:سەت:2:52232,52241
13005:21:خاتا بولۇپ:28:552:خاتالىق:2:40990,84126
13005:21:خاتا بولۇپ:37:1796:سەت:1:74496
13067:2:ئۇچۇق قىلسۇن:35:19:شەھۋانى:1:81250
13137:2:يولغا سالدى:37:1796:سەت:1:86557
13144:13:ناخشىنى ئاڭلاپ:7:76:ئەلەم:1:45229
13245:7:ئوخشاش ئىكەن:14:42:ئاۋارىچىلىق:1:79902
13251:21:چىن كۆڭلۈمدىن:37:1796:سەت:2:20422,20423
13262:8:ئاۋارە قىلىدىغان:22:177:قايغۇ:1:74019
